,customer_city,customer_state,geolocation_city,geolocation_state,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,shipping_limit_date,payment_type,product_category_name,seller_city,seller_state,product_category_name_english,geolocation_lat,geolocation_lng,order_item_id,price,freight_value,payment_sequential,payment_installments,payment_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,delivered_est_difference,delivered_purchase_difference
3664,belo horizonte,MG,belo horizonte,MG,delivered,2018-04-23 16:47:45,2018-04-24 19:02:21,2018-04-26 13:45:00,2018-05-07 23:18:36,2018-05-22,other,credit_card,beleza_saude,other,other,health_beauty,-19.91758282521364,-43.93953876390332,1.0,64.99,22.95,1.0,1.0,87.94,50.0,1257.0,1.0,350.0,19.0,12.0,13.0,14.0,14.0
3665,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2018-03-12 08:31:35,2018-03-13 04:30:38,2018-03-13 20:08:45,2018-04-03 18:11:28,2018-04-12,other,boleto,esporte_lazer,other,SP,sports_leisure,-22.935764451295487,-43.17530211030653,1.0,169.0,23.76,1.0,1.0,192.76,56.0,2580.0,2.0,1450.0,20.0,25.0,20.0,8.0,22.0
3666,other,SP,other,SP,delivered,2018-03-13 23:37:18,2018-03-14 00:20:29,2018-03-16 16:34:39,2018-03-28 17:48:26,2018-04-11,other,credit_card,other,other,other,other,-22.85020574770618,-45.225398257977965,1.0,998.0,50.57,1.0,3.0,550.0,54.0,1736.0,4.0,6950.0,40.0,30.0,40.0,13.0,14.0
3667,other,other,other,other,delivered,2017-10-07 22:33:08,2017-10-07 22:49:13,2017-10-11 22:27:36,2017-10-18 17:55:29,2017-11-06,other,credit_card,other,other,SP,other,-27.226125965501204,-49.63643999999999,1.0,199.99,18.65,1.0,1.0,218.64,47.0,417.0,4.0,1150.0,22.0,21.0,16.0,18.0,10.0
3668,other,SP,other,SP,delivered,2017-06-20 11:08:11,2017-06-21 02:23:28,2017-06-21 09:00:09,2017-06-28 14:35:00,2017-07-10,other,boleto,other,sao paulo,SP,other,-22.563193202154803,-47.40992919312072,1.0,42.0,11.85,1.0,1.0,53.85,57.0,1619.0,1.0,400.0,20.0,20.0,20.0,11.0,8.0
3669,other,SP,other,SP,delivered,2018-06-19 12:51:41,2018-06-19 13:17:05,2018-06-20 11:35:00,2018-06-26 14:38:51,2018-07-12,other,credit_card,esporte_lazer,other,SP,sports_leisure,-20.58831147861742,-47.85625565186776,1.0,99.9,14.28,1.0,1.0,114.18,56.0,261.0,2.0,800.0,60.0,15.0,15.0,15.0,7.0
3670,other,SP,other,SP,delivered,2018-08-19 19:52:18,2018-08-20 13:09:53,2018-08-22 13:47:00,2018-08-29 00:11:32,2018-09-13,other,credit_card,other,other,other,other,-23.15167464002537,-46.96703345807615,1.0,379.0,43.63,1.0,2.0,422.63,60.0,628.0,2.0,5500.0,37.0,15.0,37.0,14.0,9.0
3671,belo horizonte,MG,belo horizonte,MG,delivered,2017-08-14 16:49:26,2017-08-15 15:45:17,2017-08-16 19:28:25,2017-08-22 21:32:16,2017-09-05,other,credit_card,esporte_lazer,other,SP,sports_leisure,-19.928290494864104,-43.95084242244202,1.0,79.0,15.3,1.0,2.0,94.3,54.0,1241.0,5.0,200.0,16.0,11.0,11.0,13.0,8.0
3672,curitiba,PR,curitiba,PR,delivered,2017-11-24 21:13:26,2017-11-24 23:59:40,2017-11-29 17:38:48,2017-12-11 12:48:57,2017-12-19,other,credit_card,moveis_decoracao,other,SP,furniture_decor,-25.45314812268446,-49.28484140077328,1.0,49.9,16.11,1.0,1.0,132.02,59.0,1979.0,2.0,900.0,60.0,7.0,14.0,7.0,16.0
3673,other,MG,other,MG,delivered,2017-02-10 11:30:13,2017-02-10 11:45:18,2017-02-21 08:16:03,2017-03-03 11:51:36,2017-03-20,other,credit_card,other,other,SP,other,-20.245284734654227,-42.02429607714488,1.0,119.99,15.01,1.0,1.0,135.0,54.0,1283.0,1.0,10475.0,52.0,51.0,17.0,16.0,21.0
3674,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2018-03-08 11:19:29,2018-03-08 12:00:26,2018-03-09 00:11:26,2018-03-29 19:03:58,2018-04-11,other,credit_card,cama_mesa_banho,ibitinga,SP,bed_bath_table,-22.91067343488121,-43.24621247045482,1.0,199.0,19.27,1.0,5.0,218.27,59.0,280.0,1.0,5000.0,40.0,15.0,23.0,12.0,21.0
3675,belo horizonte,MG,belo horizonte,MG,delivered,2018-01-16 15:14:13,2018-01-16 15:31:13,2018-01-18 18:55:06,2018-01-30 22:24:44,2018-02-16,other,credit_card,other,other,SC,other,-19.92674611962604,-43.969596763662125,1.0,110.0,20.01,1.0,5.0,130.01,56.0,407.0,1.0,1350.0,34.0,8.0,34.0,16.0,14.0
3676,other,MG,other,MG,delivered,2017-09-14 20:46:41,2017-09-16 02:50:36,2017-09-18 21:10:36,2017-09-22 18:04:43,2017-10-03,other,boleto,other,sao paulo,SP,other,-21.13703636535143,-42.36046829423224,1.0,99.99,17.95,1.0,1.0,117.94,56.0,1024.0,1.0,900.0,44.0,24.0,31.0,10.0,7.0
3677,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2017-11-24 12:27:36,2017-11-24 14:34:25,2017-11-28 21:52:18,2017-12-04 19:58:53,2017-12-14,other,credit_card,informatica_acessorios,sao paulo,SP,computers_accessories,-22.9095340331793,-43.38314034022314,1.0,99.0,7.83,1.0,9.0,729.7,37.0,1458.0,2.0,350.0,18.0,9.0,14.0,9.0,10.0
3678,sao paulo,SP,other,SP,delivered,2018-05-14 12:20:06,2018-05-14 12:40:07,2018-05-14 14:25:00,2018-05-15 12:17:46,2018-05-25,other,credit_card,informatica_acessorios,other,SP,computers_accessories,-23.511806637731247,-46.70087199341091,1.0,45.0,8.82,1.0,5.0,53.82,63.0,959.0,4.0,250.0,16.0,23.0,19.0,9.0,0.0
3679,other,MG,other,MG,delivered,2018-08-17 07:09:44,2018-08-17 07:38:59,2018-08-17 14:20:00,2018-08-23 17:12:00,2018-09-24,other,credit_card,other,other,SP,other,-22.419435960304035,-45.45476111206088,5.0,81.0,12.85,1.0,10.0,612.99,48.0,388.0,1.0,15200.0,23.0,102.0,32.0,31.0,6.0
3680,other,SP,other,SP,delivered,2017-10-21 20:08:52,2017-10-21 20:25:48,2017-10-24 13:44:44,2017-10-25 19:53:15,2017-11-06,other,credit_card,moveis_decoracao,sao paulo,SP,furniture_decor,-23.55218904169756,-46.77805313518329,1.0,38.4,13.08,1.0,2.0,102.96,44.0,789.0,1.0,650.0,20.0,35.0,20.0,11.0,3.0
3681,other,MG,other,MG,delivered,2017-09-09 16:16:29,2017-09-09 16:30:20,2017-09-14 13:30:09,2017-09-20 15:37:24,2017-10-02,other,credit_card,esporte_lazer,sao paulo,SP,sports_leisure,-20.27744599448134,-49.20867813266816,1.0,91.99,15.39,1.0,3.0,107.38,57.0,723.0,1.0,500.0,50.0,12.0,18.0,11.0,10.0
3682,other,SP,other,SP,delivered,2018-04-17 15:52:46,2018-04-17 16:30:27,2018-04-19 18:48:33,2018-04-25 01:37:33,2018-05-10,other,credit_card,moveis_decoracao,sao paulo,SP,furniture_decor,-22.99235125506377,-47.51303206702639,1.0,196.8,17.01,1.0,4.0,213.81,50.0,676.0,2.0,2125.0,28.0,27.0,33.0,14.0,7.0
3683,other,MG,other,MG,delivered,2018-02-18 15:56:51,2018-02-19 16:46:54,2018-02-20 19:48:01,2018-03-15 20:24:52,2018-03-14,other,credit_card,other,other,SP,other,-21.36136880379263,-43.04606742034011,1.0,618.0,65.07,1.0,8.0,683.07,38.0,1176.0,3.0,15350.0,47.0,40.0,47.0,-2.0,25.0
3684,other,SP,other,SP,delivered,2018-07-21 11:47:44,2018-07-24 11:32:52,2018-07-24 17:26:00,2018-07-26 23:06:41,2018-07-31,other,boleto,beleza_saude,sao paulo,SP,health_beauty,-23.276856761584646,-47.305802178198284,1.0,13.99,7.39,1.0,1.0,21.38,29.0,378.0,2.0,200.0,25.0,10.0,15.0,4.0,5.0
3685,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2017-09-19 18:47:18,2017-09-19 19:04:27,2017-09-20 19:43:19,2017-10-06 15:57:32,2017-10-05,other,credit_card,other,other,SP,other,-22.90033770163407,-43.35166113942709,1.0,35.0,14.1,1.0,2.0,108.2,38.0,580.0,2.0,100.0,16.0,3.0,11.0,-2.0,16.0
3686,other,MG,other,MG,delivered,2018-07-31 21:17:50,2018-07-31 21:44:16,2018-08-15 12:07:00,2018-08-21 21:49:20,2018-09-06,other,credit_card,beleza_saude,other,SC,health_beauty,-16.17339763089421,-42.30219543947708,1.0,527.9,25.63,1.0,8.0,553.53,52.0,913.0,3.0,593.0,30.0,13.0,16.0,15.0,21.0
3687,other,SP,other,SP,delivered,2017-02-14 18:12:12,2017-02-14 18:25:13,2017-02-17 14:18:53,2017-03-03 14:03:32,2017-03-23,other,credit_card,cama_mesa_banho,other,SP,bed_bath_table,-24.32038721694058,-47.00054980775766,1.0,219.9,16.65,1.0,8.0,473.1,60.0,233.0,1.0,2600.0,46.0,8.0,38.0,19.0,16.0
3688,other,other,other,other,delivered,2017-08-21 13:51:03,2017-08-21 14:05:30,2017-08-21 20:22:12,2017-09-01 17:22:35,2017-09-19,other,credit_card,esporte_lazer,other,SC,sports_leisure,-20.25998016180968,-40.26234175768951,1.0,89.99,17.91,1.0,4.0,215.8,55.0,576.0,2.0,400.0,20.0,5.0,15.0,17.0,11.0
3689,other,SP,other,SP,delivered,2017-12-10 18:21:20,2017-12-11 09:30:27,2017-12-12 22:07:04,2017-12-16 00:33:58,2017-12-28,other,boleto,other,sao paulo,SP,other,-22.884998752865453,-47.06735836983537,1.0,59.99,9.34,1.0,1.0,69.33,47.0,1214.0,2.0,700.0,30.0,10.0,20.0,11.0,5.0
3690,other,SP,other,SP,delivered,2018-03-05 20:34:23,2018-03-07 02:49:01,2018-03-15 19:06:31,2018-03-22 20:27:41,2018-04-02,other,boleto,other,other,SP,other,-22.94452000637664,-47.09006853398932,1.0,116.6,19.99,1.0,1.0,136.59,41.0,154.0,1.0,2600.0,40.0,45.0,39.0,10.0,16.0
3691,other,SP,other,SP,delivered,2017-11-22 14:45:54,2017-11-22 14:55:26,2017-11-23 19:47:08,2017-11-28 19:48:56,2017-12-12,other,credit_card,beleza_saude,other,RJ,health_beauty,-23.52856680425582,-47.48201021120664,1.0,199.65,16.15,1.0,10.0,215.8,40.0,789.0,3.0,450.0,40.0,7.0,20.0,13.0,6.0
3692,niteroi,RJ,niteroi,RJ,delivered,2017-03-18 14:28:34,2017-03-18 14:28:34,2017-03-21 04:58:19,2017-03-29 16:20:10,2017-04-12,other,voucher,esporte_lazer,other,SC,sports_leisure,-22.902399583168663,-43.1125982717967,1.0,969.0,116.3,2.0,1.0,195.38,54.0,1247.0,7.0,30000.0,86.0,67.0,35.0,13.0,11.0
3693,sao paulo,SP,sao paulo,SP,delivered,2017-04-03 17:14:19,2017-04-03 17:25:14,2017-04-06 06:27:53,2017-04-11 08:15:07,2017-04-26,other,credit_card,moveis_decoracao,other,MG,furniture_decor,-23.59664236164807,-46.648216540106176,1.0,38.5,15.56,1.0,1.0,54.06,59.0,426.0,2.0,1400.0,32.0,6.0,28.0,14.0,7.0
3694,other,RJ,other,RJ,delivered,2017-09-21 00:33:57,2017-09-22 04:10:26,2017-09-28 17:54:58,2017-10-07 12:28:42,2017-10-18,other,boleto,cama_mesa_banho,sao paulo,SP,bed_bath_table,-22.48260036929185,-43.148771404988985,1.0,148.0,25.88,1.0,1.0,173.88,56.0,162.0,5.0,9750.0,35.0,12.0,30.0,10.0,16.0
3695,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2018-01-29 19:31:35,2018-01-29 19:53:38,2018-01-31 13:36:52,2018-02-19 20:38:59,2018-02-20,other,credit_card,other,sao paulo,SP,other,-22.92127010517065,-43.24590475549646,1.0,13.65,14.1,1.0,1.0,27.75,52.0,424.0,1.0,175.0,22.0,11.0,15.0,0.0,21.0
3696,other,SP,other,SP,delivered,2018-05-15 19:06:04,2018-05-16 02:54:06,2018-05-16 12:58:00,2018-05-17 17:04:30,2018-05-23,other,boleto,other,other,MG,other,-23.671756431158848,-46.47188321557942,1.0,31.9,8.29,1.0,1.0,40.19,55.0,1725.0,1.0,825.0,26.0,15.0,22.0,5.0,1.0
3697,curitiba,PR,curitiba,PR,delivered,2018-05-28 19:29:49,2018-05-28 19:56:23,2018-05-29 14:04:00,2018-06-12 18:57:37,2018-07-11,other,credit_card,beleza_saude,other,MG,health_beauty,-25.453191812943547,-49.28901286940969,1.0,765.0,27.06,1.0,1.0,792.06,26.0,1064.0,1.0,250.0,20.0,10.0,15.0,28.0,14.0
3698,other,other,other,other,delivered,2017-11-19 17:37:09,2017-11-19 17:50:31,2017-11-20 21:38:57,2017-11-30 22:28:48,2017-12-15,other,credit_card,beleza_saude,other,MG,health_beauty,-8.294825389116534,-35.02881517513988,1.0,129.9,36.23,1.0,6.0,166.13,58.0,1109.0,1.0,1363.0,26.0,23.0,21.0,14.0,11.0
3699,other,MG,other,MG,delivered,2017-10-10 17:04:13,2017-10-14 18:34:34,2017-10-16 21:54:01,2017-10-24 20:12:04,2017-11-01,other,boleto,other,other,SP,other,-20.70489331982984,-44.818554266112606,1.0,35.0,15.1,1.0,1.0,50.1,27.0,427.0,1.0,500.0,23.0,8.0,25.0,7.0,14.0
3700,other,SP,other,SP,delivered,2018-02-26 16:02:42,2018-02-26 16:15:40,2018-03-05 22:27:30,2018-03-20 02:08:29,2018-04-03,other,credit_card,other,other,SP,other,-24.093160516040587,-46.62495486630143,1.0,189.99,27.88,1.0,4.0,217.87,42.0,1326.0,1.0,6025.0,57.0,55.0,22.0,13.0,21.0
3701,other,SP,other,SP,delivered,2018-04-27 12:37:10,2018-04-28 02:55:22,2018-04-30 15:38:00,2018-05-05 16:22:05,2018-05-23,other,boleto,informatica_acessorios,other,other,computers_accessories,-23.61776748903573,-46.84673013197527,1.0,19.9,11.15,1.0,1.0,54.2,57.0,1370.0,1.0,200.0,20.0,15.0,15.0,17.0,8.0
3702,other,SP,other,SP,delivered,2018-04-07 14:17:29,2018-04-07 14:30:18,2018-04-10 08:58:27,2018-04-11 18:26:32,2018-04-24,other,credit_card,other,other,SP,other,-23.54049923709343,-46.88450958536475,1.0,145.99,12.93,1.0,4.0,158.92,46.0,47.0,1.0,1100.0,49.0,46.0,46.0,12.0,4.0
3703,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2017-07-28 09:34:29,2017-07-28 09:50:14,2017-07-28 21:42:11,2017-08-08 16:03:45,2017-08-21,other,credit_card,other,other,SP,other,-22.983848550637752,-43.21194204662703,1.0,339.0,17.13,1.0,4.0,356.13,52.0,150.0,1.0,422.0,21.0,16.0,18.0,12.0,11.0
3704,other,SP,other,SP,delivered,2018-03-10 23:29:10,2018-03-11 00:48:24,2018-03-14 00:22:08,2018-03-23 15:58:23,2018-03-28,other,credit_card,cama_mesa_banho,ibitinga,SP,bed_bath_table,-21.059683031701567,-49.681235557643575,1.0,58.99,17.32,1.0,7.0,76.31,50.0,115.0,1.0,6600.0,45.0,25.0,35.0,4.0,12.0
3705,sao paulo,SP,other,SP,delivered,2018-01-24 21:31:11,2018-01-24 21:37:52,2018-01-26 21:56:41,2018-02-05 21:54:33,2018-02-16,other,credit_card,other,other,SP,other,-23.56420106782281,-46.66240564288834,1.0,40.99,11.85,1.0,1.0,52.84,45.0,650.0,1.0,75.0,11.0,11.0,8.0,10.0,12.0
3706,other,other,other,other,delivered,2018-05-27 12:12:33,2018-05-27 12:29:51,2018-05-28 15:13:00,2018-06-01 13:42:53,2018-07-04,other,credit_card,other,other,MG,other,-20.31073910462239,-40.29558560188108,1.0,13.99,22.06,1.0,2.0,108.15,40.0,207.0,4.0,150.0,16.0,2.0,11.0,32.0,5.0
3707,other,PR,other,PR,delivered,2017-03-21 11:59:10,2017-03-21 11:59:10,2017-03-23 08:42:41,2017-04-10 15:33:04,2017-04-12,other,credit_card,other,other,SP,other,-25.29328914797053,-54.09517240567361,1.0,56.99,14.57,1.0,3.0,71.56,45.0,1003.0,2.0,400.0,18.0,11.0,11.0,1.0,20.0
3708,other,SP,other,SP,delivered,2018-01-10 19:26:36,2018-01-10 20:08:23,2018-01-11 19:07:36,2018-01-30 22:08:59,2018-02-09,other,boleto,other,other,SC,other,-24.68499813430628,-47.46809873049071,1.0,36.9,15.1,1.0,1.0,52.0,39.0,750.0,1.0,275.0,18.0,4.0,18.0,9.0,20.0
3709,other,other,other,other,delivered,2017-06-09 09:51:40,2017-06-10 02:45:51,2017-06-14 09:42:26,2017-06-26 13:16:31,2017-07-06,other,boleto,other,other,SP,other,-20.296331719372343,-40.29288590908316,2.0,103.97,45.19,1.0,1.0,298.32,31.0,618.0,2.0,9750.0,27.0,15.0,92.0,9.0,17.0
3710,other,SP,other,SP,delivered,2017-12-10 10:03:25,2017-12-10 10:10:25,2017-12-12 00:41:29,2017-12-16 17:08:12,2017-12-28,other,credit_card,other,sao paulo,SP,other,-23.96783543735451,-46.3548606461728,1.0,115.0,8.06,1.0,6.0,123.06,59.0,476.0,2.0,350.0,16.0,2.0,11.0,11.0,6.0
3711,sao paulo,SP,sao paulo,SP,delivered,2018-07-09 17:32:43,2018-07-09 17:45:21,2018-07-10 17:10:00,2018-07-12 16:03:02,2018-07-18,other,credit_card,other,other,SP,other,-23.60324303996195,-46.65881420719598,1.0,99.95,11.72,1.0,4.0,111.67,52.0,1015.0,5.0,1950.0,60.0,15.0,15.0,5.0,2.0
3712,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2018-06-18 16:49:24,2018-06-18 17:20:28,2018-06-19 14:07:00,2018-06-28 19:14:34,2018-07-26,other,credit_card,cama_mesa_banho,ibitinga,SP,bed_bath_table,-23.00467320336156,-43.32360022948479,2.0,59.99,18.52,1.0,6.0,157.02,54.0,625.0,1.0,800.0,16.0,10.0,16.0,27.0,10.0
3713,other,RJ,other,RJ,delivered,2017-02-20 18:50:57,2017-02-22 03:15:41,2017-02-22 13:51:26,2017-03-09 09:41:57,2017-03-21,other,boleto,informatica_acessorios,sao paulo,SP,computers_accessories,-22.79526675444589,-42.96591394175597,1.0,76.9,20.62,1.0,1.0,97.52,58.0,956.0,3.0,2550.0,30.0,10.0,22.0,11.0,16.0
3714,other,MG,other,MG,delivered,2017-10-01 17:13:09,2017-10-01 17:24:24,2017-10-02 18:18:01,2017-10-06 21:37:52,2017-10-27,other,credit_card,other,sao paulo,SP,other,-18.74197486934024,-44.42365770786678,1.0,59.0,15.16,1.0,7.0,74.16,54.0,257.0,5.0,200.0,16.0,2.0,20.0,20.0,5.0
3715,other,SP,other,SP,delivered,2017-11-23 23:46:57,2017-11-24 00:39:27,2017-11-29 14:57:03,2017-12-05 23:32:55,2017-12-07,other,credit_card,other,sao paulo,SP,other,-22.937562998762097,-47.08859415160148,1.0,59.9,11.73,1.0,6.0,71.63,40.0,193.0,1.0,5200.0,25.0,35.0,55.0,1.0,11.0
3716,sao paulo,SP,sao paulo,SP,delivered,2017-10-02 15:49:23,2017-10-02 16:05:19,2017-10-09 21:33:34,2017-10-11 17:11:54,2017-10-24,other,credit_card,other,other,SP,other,-23.579864957816348,-46.64250722952856,2.0,179.99,0.08,1.0,10.0,2234.66,55.0,1086.0,2.0,19400.0,48.0,45.0,56.0,12.0,9.0
3717,sao paulo,SP,sao paulo,SP,delivered,2018-04-07 11:05:35,2018-04-10 03:55:37,2018-04-10 18:47:10,2018-04-11 19:38:19,2018-04-20,other,boleto,cama_mesa_banho,other,SP,bed_bath_table,-23.60269437523807,-46.669821542472086,1.0,79.99,8.91,1.0,1.0,88.9,46.0,279.0,1.0,1813.0,67.0,12.0,47.0,8.0,4.0
3718,other,MG,other,MG,delivered,2017-08-22 16:09:36,2017-08-22 16:27:35,2017-08-23 18:58:56,2017-08-24 18:11:40,2017-09-04,other,credit_card,esporte_lazer,belo horizonte,MG,sports_leisure,-19.92767725009124,-44.03752944191447,1.0,44.8,9.09,1.0,2.0,53.89,49.0,479.0,1.0,550.0,38.0,28.0,20.0,10.0,2.0
3719,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2017-03-16 18:07:41,2017-03-16 18:07:41,2017-03-17 11:03:32,2017-03-22 12:31:47,2017-04-06,other,credit_card,other,other,SP,other,-22.930820298084143,-43.17761271091824,1.0,16.9,14.52,1.0,2.0,31.42,59.0,1018.0,3.0,200.0,17.0,7.0,12.0,14.0,5.0
3720,other,SP,other,SP,delivered,2017-09-20 08:29:08,2017-09-20 08:45:18,2017-09-25 16:56:10,2017-09-29 15:08:25,2017-10-11,other,credit_card,moveis_decoracao,sao paulo,SP,furniture_decor,-23.540623746911347,-47.19212939568792,1.0,250.0,35.02,1.0,1.0,285.02,51.0,756.0,1.0,12250.0,45.0,35.0,45.0,11.0,9.0
3721,belo horizonte,MG,belo horizonte,MG,delivered,2017-12-03 19:24:22,2017-12-03 19:33:52,2017-12-04 21:23:05,2017-12-11 14:34:53,2017-12-28,other,credit_card,other,other,SP,other,-19.89734245989382,-43.95097960742101,1.0,27.99,15.1,1.0,4.0,43.09,58.0,568.0,1.0,100.0,20.0,7.0,15.0,16.0,7.0
3722,other,other,other,other,delivered,2018-07-04 16:17:27,2018-07-05 16:30:57,2018-07-05 15:48:00,2018-07-12 00:28:33,2018-08-09,other,credit_card,informatica_acessorios,other,PR,computers_accessories,-20.35194899230264,-40.286149298677394,1.0,124.85,37.78,1.0,2.0,162.63,56.0,246.0,1.0,194.0,21.0,15.0,15.0,27.0,7.0
3723,other,SP,other,SP,delivered,2018-01-24 18:05:14,2018-01-24 18:31:58,2018-01-31 17:48:56,2018-02-05 19:26:45,2018-02-09,other,credit_card,informatica_acessorios,other,SP,computers_accessories,-22.88092679156327,-47.07164789578164,2.0,89.79,8.37,1.0,1.0,196.32,45.0,236.0,1.0,173.0,18.0,13.0,12.0,3.0,12.0
3724,other,MG,other,MG,delivered,2017-05-09 20:53:08,2017-05-09 21:02:48,2017-05-10 10:58:52,2017-05-23 06:27:37,2017-05-29,other,credit_card,cama_mesa_banho,ibitinga,SP,bed_bath_table,-19.468228945322863,-42.55821532278265,1.0,109.99,21.26,1.0,10.0,131.25,52.0,111.0,1.0,2100.0,15.0,18.0,25.0,5.0,13.0
3725,other,SP,other,SP,delivered,2018-01-08 23:56:14,2018-01-09 00:54:35,2018-01-11 21:03:59,2018-01-15 18:56:54,2018-01-24,other,credit_card,informatica_acessorios,other,SP,computers_accessories,-23.49856273937274,-46.18476933789165,1.0,109.89,10.18,1.0,1.0,120.07,33.0,300.0,1.0,207.0,19.0,11.0,14.0,8.0,6.0
3726,other,MG,other,MG,delivered,2017-03-07 22:10:46,2017-03-07 22:23:29,2017-03-13 09:32:58,2017-03-23 08:35:59,2017-04-12,other,credit_card,other,other,other,other,-15.916313452602289,-46.10861195584724,1.0,238.0,28.14,1.0,5.0,266.14,48.0,2067.0,1.0,1650.0,33.0,44.0,19.0,19.0,15.0
3727,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2017-03-16 10:49:27,2017-03-16 10:49:27,2017-03-24 10:13:49,2017-04-03 16:14:04,2017-04-18,other,credit_card,other,other,PR,other,-22.92853103882622,-43.1794021767896,1.0,289.9,18.87,1.0,8.0,308.77,56.0,305.0,1.0,495.0,20.0,15.0,18.0,14.0,18.0
3728,other,MG,other,MG,delivered,2017-11-26 17:10:03,2017-11-28 03:32:45,2017-11-30 22:34:48,2017-12-13 17:42:37,2017-12-20,other,boleto,beleza_saude,sao paulo,SP,health_beauty,-19.74078681687397,-45.25657837889969,1.0,139.54,18.23,1.0,1.0,157.77,49.0,843.0,1.0,250.0,30.0,12.0,16.0,6.0,17.0
3729,other,other,other,other,delivered,2018-02-02 16:15:41,2018-02-02 16:36:26,2018-02-06 01:28:26,2018-02-20 18:09:29,2018-03-07,other,voucher,other,other,SP,other,-26.867212479711046,-49.08812493237016,1.0,199.0,16.14,3.0,1.0,29.13,49.0,580.0,1.0,342.0,18.0,12.0,16.0,14.0,18.0
3730,other,SP,other,SP,delivered,2018-04-02 00:23:20,2018-04-02 01:09:38,2018-04-03 02:33:06,2018-04-12 14:18:28,2018-04-27,other,credit_card,esporte_lazer,other,PR,sports_leisure,-23.167871876675186,-47.756249579899496,1.0,299.0,19.97,1.0,3.0,318.97,31.0,1479.0,3.0,150.0,23.0,7.0,12.0,14.0,10.0
3731,other,other,other,other,delivered,2018-04-19 11:09:39,2018-04-20 07:15:19,2018-04-20 23:03:56,2018-05-10 23:03:04,2018-05-22,other,boleto,other,other,SP,other,-15.58077669613151,-56.11653261584417,1.0,29.99,17.06,1.0,1.0,47.05,42.0,347.0,2.0,125.0,17.0,6.0,13.0,11.0,21.0
3732,other,other,other,other,delivered,2017-10-03 18:31:02,2017-10-05 10:35:27,2017-10-05 16:04:28,2017-10-16 23:23:50,2017-10-30,other,credit_card,other,sao paulo,SP,other,-3.815248095224177,-38.58542398640575,1.0,46.9,18.89,1.0,1.0,65.79,55.0,104.0,1.0,650.0,19.0,23.0,20.0,13.0,13.0
3733,other,other,other,other,delivered,2017-10-31 07:42:00,2017-11-01 03:30:18,2017-11-01 15:22:56,2017-11-07 18:42:19,2017-11-21,other,boleto,beleza_saude,other,PR,health_beauty,-27.168058530372207,-51.49580308957873,2.0,18.49,7.55,1.0,1.0,52.08,54.0,628.0,3.0,175.0,18.0,11.0,11.0,13.0,7.0
3734,other,MG,other,MG,delivered,2017-01-21 17:17:20,2017-01-21 17:30:10,2017-01-31 16:09:56,2017-02-06 11:00:25,2017-03-21,other,credit_card,other,other,SP,other,-16.73820062677648,-43.87697318913948,1.0,79.61,10.0,1.0,1.0,448.05,49.0,326.0,1.0,1000.0,18.0,17.0,25.0,42.0,15.0
3735,rio de janeiro,RJ,rio de janeiro,RJ,delivered,2018-06-25 09:08:30,2018-06-25 09:32:50,2018-06-26 10:21:00,2018-06-27 13:26:45,2018-07-26,other,credit_card,beleza_saude,other,RJ,health_beauty,-22.90786339246341,-43.17569296488547,1.0,119.9,10.15,1.0,8.0,130.05,42.0,250.0,1.0,427.0,15.0,17.0,14.0,28.0,2.0
3736,sao paulo,SP,sao paulo,SP,delivered,2018-07-31 14:47:55,2018-07-31 15:44:25,2018-08-02 08:01:00,2018-08-08 02:15:42,2018-08-13,other,credit_card,other,other,SP,other,-23.53372718650818,-46.655104860955575,1.0,429.9,22.57,1.0,4.0,452.47,56.0,719.0,6.0,5000.0,53.0,43.0,11.0,4.0,7.0
3737,other,SP,other,SP,delivered,2017-09-25 18:10:25,2017-09-27 03:34:13,2017-09-27 12:04:40,2017-10-02 20:11:59,2017-10-17,other,boleto,other,sao paulo,SP,other,-22.90377923099888,-49.62766604786486,1.0,79.99,68.13,1.0,1.0,148.12,51.0,386.0,5.0,400.0,22.0,13.0,22.0,14.0,7.0
3738,other,SP,other,SP,delivered,2018-03-04 14:25:20,2018-03-05 14:15:36,2018-03-06 23:18:44,2018-03-08 01:09:47,2018-04-02,other,voucher,other,sao paulo,SP,other,-22.384008545097835,-47.54829797515726,1.0,49.0,17.0,1.0,1.0,66.0,59.0,93.0,7.0,250.0,16.0,2.0,11.0,24.0,3.0
3739,other,SP,other,SP,delivered,2018-02-24 14:24:57,2018-02-24 14:35:35,2018-02-26 22:05:57,2018-03-02 01:13:30,2018-03-14,other,credit_card,other,sao paulo,SP,other,-22.32621580327991,-46.92059286005307,1.0,27.7,7.78,1.0,1.0,35.48,58.0,208.0,1.0,100.0,20.0,15.0,20.0,11.0,5.0
